"Player","Team","REC","YDS","TDS","FL","FPTS"
"Â ","",""
"Travis Kelce","KC","6.0","76.8","0.5","0.1","10.6"
"","high","6.3","83.8","1.0","0.1","14.2"
"","low","5.6","64.0","0.3","0.1","9.4"
"George Kittle","SF","6.1","71.7","0.5","0.1","10.3"
"","high","7.6","75.7","1.0","0.0","13.2"
"","low","5.4","64.0","0.3","0.1","8.9"
"Zach Ertz","PHI","6.3","66.5","0.5","0.1","9.7"
"","high","7.0","74.3","1.0","0.1","12.1"
"","low","5.0","61.0","0.4","0.1","8.8"
"Mark Andrews","BAL","4.1","56.1","0.6","0.0","9.2"
"","high","5.0","70.2","1.0","0.0","12.4"
"","low","3.3","46.9","0.4","0.1","7.2"
"Darren Waller","OAK","6.0","67.4","0.4","0.1","9.0"
"","high","6.3","74.6","1.0","0.1","12.7"
"","low","5.8","55.0","0.1","0.1","7.1"
"Austin Hooper","ATL","4.9","55.3","0.6","0.0","9.0"
"","high","5.3","62.0","1.0","0.0","12.2"
"","low","4.5","48.8","0.4","0.0","7.9"
"Jared Cook","NO","4.1","52.7","0.4","0.0","7.7"
"","high","5.0","63.1","1.0","0.0","12.3"
"","low","3.5","42.0","0.1","0.1","6.1"
"O.J. Howard","TB","3.8","55.5","0.4","0.1","7.6"
"","high","5.0","62.8","1.0","0.0","11.7"
"","low","3.0","47.3","0.1","0.1","5.9"
"Tyler Higbee","LAR","5.1","54.8","0.4","0.0","7.6"
"","high","6.4","67.0","1.0","0.0","12.1"
"","low","4.1","44.1","0.1","0.1","5.8"
"Hunter Henry","LAC","4.1","53.2","0.3","0.1","7.3"
"","high","4.6","62.9","0.5","0.0","9.3"
"","low","3.6","46.0","0.0","0.1","5.3"
"Jack Doyle","IND","4.5","43.9","0.4","0.0","6.8"
"","high","6.0","55.7","1.0","0.0","11.1"
"","low","3.7","37.0","0.0","0.1","5.3"
"Noah Fant","DEN","3.7","47.8","0.4","0.1","6.8"
"","high","6.0","63.0","1.0","0.0","12.3"
"","low","2.2","32.0","0.0","0.1","4.4"
"Jacob Hollister","SEA","4.6","44.2","0.3","0.0","5.9"
"","high","7.1","61.6","0.4","0.0","6.0"
"","low","3.4","33.3","0.0","0.0","5.3"
"Dallas Goedert","PHI","4.6","45.8","0.2","0.1","5.6"
"","high","6.0","60.2","0.4","0.0","6.2"
"","low","3.6","35.1","0.0","0.2","4.8"
"Mike Gesicki","MIA","4.1","47.1","0.1","0.1","5.3"
"","high","5.0","52.2","0.3","0.0","6.2"
"","low","3.7","36.7","0.0","0.2","4.9"
"Cameron Brate","TB","3.8","41.3","0.2","0.0","5.3"
"","high","4.3","52.0","0.4","0.0","6.9"
"","low","2.5","28.0","0.0","0.0","3.7"
"Kyle Rudolph","MIN","3.6","35.8","0.2","0.0","4.9"
"","high","4.6","44.8","0.4","0.0","5.7"
"","low","3.0","31.0","0.0","0.0","3.6"
"Greg Olsen","CAR","3.7","41.5","0.1","0.0","4.8"
"","high","4.2","49.6","0.2","0.0","5.7"
"","low","2.7","30.3","0.0","0.0","4.1"
"Jonnu Smith","TEN","3.6","39.6","0.1","0.0","4.8"
"","high","4.9","54.6","0.3","0.0","5.0"
"","low","2.6","29.8","0.0","0.0","4.2"
"Jason Witten","DAL","3.9","38.2","0.1","0.1","4.5"
"","high","5.1","46.4","0.2","0.0","5.0"
"","low","3.0","34.8","0.0","0.1","3.6"
"Tyler Eifert","CIN","3.0","32.1","0.1","0.0","4.1"
"","high","3.8","43.3","0.3","0.0","4.9"
"","low","2.7","27.0","0.0","0.0","3.1"
"Kaden Smith","NYG","3.4","33.4","0.1","0.0","4.0"
"","high","4.3","41.6","0.2","0.0","4.9"
"","low","2.4","23.1","0.0","0.1","3.3"
"Darren Fells","HOU","2.4","27.0","0.2","0.0","4.0"
"","high","3.2","36.1","0.5","0.0","5.2"
"","low","2.0","22.0","0.0","0.0","2.7"
"Irv Smith Jr.","MIN","3.0","28.2","0.1","0.0","3.6"
"","high","4.3","38.6","0.2","0.0","4.4"
"","low","2.0","17.0","0.0","0.0","1.7"
"Jimmy Graham","GB","2.4","27.3","0.1","0.0","3.3"
"","high","3.2","37.8","0.2","0.0","3.7"
"","low","2.0","23.0","0.0","0.0","2.3"
"Blake Jarwin","DAL","2.2","26.1","0.1","0.0","3.3"
"","high","2.5","28.7","0.2","0.0","4.0"
"","low","2.0","24.0","0.0","0.0","2.4"
"Dawson Knox","BUF","2.3","28.3","0.1","0.0","3.2"
"","high","3.0","34.0","0.1","0.0","3.5"
"","low","1.8","22.1","0.0","0.0","2.8"
"Jordan Akins","HOU","2.2","25.9","0.1","0.0","3.2"
"","high","3.0","35.2","0.2","0.0","4.1"
"","low","1.0","13.0","0.0","0.0","1.3"
"Hayden Hurst","BAL","2.0","24.7","0.1","0.0","3.0"
"","high","3.0","35.5","0.2","0.0","3.4"
"","low","1.6","19.0","0.0","0.0","2.6"
"Anthony Firkser","TEN","1.8","20.8","0.1","0.0","2.9"
"","high","2.3","25.3","0.2","0.0","3.8"
"","low","1.2","17.4","0.0","0.0","2.3"
"Jesse James","DET","2.3","22.6","0.1","0.0","2.7"
"","high","3.0","31.0","0.1","0.0","3.1"
"","low","1.9","19.0","0.0","0.0","2.3"
"Vance McDonald","PIT","2.5","22.2","0.1","0.0","2.7"
"","high","3.1","34.9","0.1","0.0","2.8"
"","low","1.8","15.8","0.0","0.0","2.2"
"Ricky Seals-Jones","CLE","1.6","20.3","0.1","0.0","2.7"
"","high","2.0","25.0","0.3","0.0","4.3"
"","low","1.0","13.0","0.0","0.1","1.8"
"Daniel Brown","NYJ","1.8","19.6","0.1","0.0","2.6"
"","high","2.0","27.0","0.3","0.0","3.7"
"","low","1.6","15.0","0.0","0.0","2.0"
"Jeremy Sprinkle","WAS","1.9","20.5","0.1","0.0","2.5"
"","high","2.1","24.0","0.2","0.0","3.0"
"","low","1.7","16.9","0.0","0.0","2.3"
"Logan Thomas","DET","2.2","20.6","0.1","0.0","2.5"
"","high","3.0","26.7","0.1","0.0","2.4"
"","low","1.8","17.6","0.0","0.0","2.3"
"Jesper Horsted","CHI","2.0","19.5","0.1","0.0","2.4"
"","high","2.5","28.1","0.1","0.0","2.9"
"","low","1.4","13.3","0.0","0.1","1.9"
"Gerald Everett","LAR","1.9","20.4","0.1","0.0","2.4"
"","high","2.2","24.8","0.1","0.0","2.5"
"","low","1.4","15.5","0.0","0.0","2.0"
"Nick Boyle","BAL","1.7","17.0","0.1","0.0","2.3"
"","high","2.1","23.6","0.2","0.0","3.1"
"","low","1.0","6.0","0.0","0.0","0.6"
"C.J. Uzomah","CIN","1.8","18.1","0.1","0.0","2.3"
"","high","2.1","20.2","0.2","0.0","3.1"
"","low","1.2","12.0","0.0","0.0","1.6"
"Benjamin Watson","NE","1.9","18.7","0.1","0.0","2.3"
"","high","2.4","24.8","0.1","0.0","2.6"
"","low","1.3","15.0","0.0","0.0","1.7"
"Ian Thomas","CAR","1.8","16.7","0.1","0.0","2.2"
"","high","2.9","26.8","0.2","0.0","3.1"
"","low","1.0","10.0","0.0","0.0","1.3"
"Nick O'Leary","JAC","1.5","17.4","0.1","0.0","2.1"
"","high","2.1","26.4","0.2","0.0","3.2"
"","low","0.5","5.5","0.0","0.0","0.8"
"Jeff Heuerman","DEN","1.4","14.6","0.1","0.0","2.1"
"","high","1.6","17.5","0.2","0.0","2.7"
"","low","1.1","11.0","0.0","0.0","1.6"
"Demetrius Harris","CLE","1.4","15.1","0.1","0.0","2.0"
"","high","1.7","18.6","0.1","0.0","2.3"
"","low","1.0","11.0","0.0","0.0","1.6"
"Seth DeValve","JAC","1.5","16.2","0.1","0.0","2.0"
"","high","1.9","20.0","0.1","0.0","2.7"
"","low","0.7","7.7","0.0","0.0","0.8"
"Clive Walford","MIA","1.4","14.7","0.1","0.0","1.9"
"","high","1.5","15.2","0.1","0.0","2.3"
"","low","1.3","14.0","0.0","0.0","2.0"
"Matt LaCosse","NE","1.5","15.1","0.1","0.0","1.9"
"","high","2.2","20.6","0.1","0.0","2.7"
"","low","0.5","5.0","0.0","0.0","0.7"
"Charles Clay","ARI","1.4","15.0","0.1","0.0","1.9"
"","high","1.7","20.1","0.1","0.0","2.6"
"","low","1.0","8.0","0.0","0.0","1.1"
"Josh Hill","NO","1.5","13.5","0.1","0.0","1.8"
"","high","1.8","18.1","0.1","0.0","2.2"
"","low","1.0","8.0","0.0","0.0","0.8"
"J.P. Holtz","CHI","1.3","13.1","0.0","0.0","1.6"
"","high","1.8","19.6","0.1","0.0","1.9"
"","low","0.8","8.0","0.0","0.0","1.0"
"Derek Carrier","OAK","1.2","10.8","0.1","0.0","1.5"
"","high","1.5","15.4","0.1","0.0","1.6"
"","low","0.7","6.3","0.0","0.0","1.2"
"Marcedes Lewis","GB","1.1","11.8","0.0","0.0","1.4"
"","high","1.4","15.6","0.1","0.0","2.0"
"","low","0.8","7.0","0.0","0.0","1.0"
"Nick Vannett","PIT","1.2","11.0","0.0","0.0","1.4"
"","high","1.8","19.6","0.1","0.0","1.8"
"","low","0.7","6.0","0.0","0.0","0.9"
"Joshua Perkins","PHI","1.2","11.3","0.0","0.0","1.3"
"","high","1.9","16.2","0.1","0.0","2.2"
"","low","0.4","4.2","0.0","0.0","0.7"
"Dan Arnold","ARI","0.9","9.6","0.1","0.0","1.3"
"","high","1.5","16.5","0.1","0.0","1.3"
"","low","0.6","6.1","0.0","0.0","0.9"
"Tyler Kroft","BUF","1.1","10.8","0.0","0.0","1.3"
"","high","1.5","16.7","0.1","0.0","1.6"
"","low","0.8","7.0","0.0","0.0","0.7"
"Maxx Williams","ARI","1.0","10.2","0.0","0.0","1.2"
"","high","1.5","16.9","0.1","0.0","2.1"
"","low","0.5","4.5","0.0","0.0","0.7"
"Andrew Beck","DEN","0.9","9.5","0.0","0.0","1.2"
"","high","1.3","14.3","0.1","0.0","1.3"
"","low","0.4","4.3","0.0","0.0","0.7"
"Luke Willson","SEA","0.9","9.2","0.0","0.0","1.2"
"","high","1.3","13.9","0.1","0.0","1.7"
"","low","0.3","3.2","0.0","0.0","0.6"
"Troy Fumagalli","DEN","0.8","8.1","0.1","0.0","1.2"
"","high","1.0","11.0","0.1","0.0","1.5"
"","low","0.5","5.2","0.0","0.0","0.8"
"Jaeden Graham","ATL","0.8","9.7","0.0","0.0","1.2"
"","high","1.9","26.8","0.1","0.0","3.3"
"","low","0.0","0.0","0.0","0.0","0.0"
"Luke Stocker","ATL","0.8","7.7","0.1","0.0","1.1"
"","high","0.9","9.7","0.1","0.0","1.4"
"","low","0.5","6.0","0.0","0.0","0.8"
"Virgil Green","LAC","0.7","8.1","0.0","0.0","1.1"
"","high","1.2","13.0","0.1","0.0","1.5"
"","low","0.3","3.0","0.0","0.0","0.5"
"Cethan Carter","CIN","0.7","7.5","0.1","0.0","1.0"
"","high","0.8","9.2","0.1","0.0","1.1"
"","low","0.5","5.4","0.0","0.0","0.8"
"Mo Alie-Cox","IND","0.8","8.2","0.0","0.0","1.0"
"","high","1.2","13.2","0.1","0.0","1.4"
"","low","0.4","4.4","0.0","0.0","0.7"
"Robert Tonyan","GB","0.7","7.6","0.0","0.0","0.9"
"","high","0.9","10.4","0.1","0.0","1.4"
"","low","0.5","5.8","0.0","0.0","0.8"
"Isaac Nauta","DET","0.8","7.7","0.0","0.0","0.9"
"","high","0.9","10.1","0.1","0.0","1.2"
"","low","0.5","4.0","0.0","0.0","0.5"
"Scott Simonson","NYG","0.7","6.5","0.0","0.0","0.7"
"","high","0.8","9.3","0.0","0.0","0.8"
"","low","0.5","4.8","0.0","0.0","0.6"
"Lance Kendricks","LAC","0.4","5.5","0.0","0.0","0.7"
"","high","0.7","11.6","0.1","0.0","1.8"
"","low","0.0","0.4","0.0","0.0","0.1"
"Stephen Carlson","CLE","0.5","4.6","0.0","0.0","0.7"
"","high","0.6","6.0","0.1","0.0","1.2"
"","low","0.3","2.7","0.0","0.0","0.4"
"Deon Yelder","KC","0.4","4.9","0.0","0.0","0.7"
"","high","0.8","9.4","0.1","0.0","1.5"
"","low","0.1","0.5","0.0","0.0","0.1"
"Durham Smythe","MIA","0.6","6.5","0.0","0.0","0.7"
"","high","0.9","10.1","0.0","0.0","0.8"
"","low","0.4","3.9","0.0","0.0","0.6"
"Blake Bell","KC","0.6","6.3","0.0","0.0","0.7"
"","high","0.7","8.1","0.0","0.0","0.8"
"","low","0.5","5.4","0.0","0.0","0.6"
"MyCole Pruitt","TEN","0.5","6.9","0.0","0.0","0.7"
"","high","1.1","12.2","0.0","0.0","1.0"
"","low","0.1","0.5","0.0","0.0","0.1"
"Ross Travis","IND","0.6","5.8","0.0","0.0","0.7"
"","high","0.9","10.0","0.1","0.0","0.8"
"","low","0.2","2.0","0.0","0.0","0.2"
"Tyrone Swoopes","SEA","0.4","4.3","0.0","0.0","0.6"
"","high","0.7","7.0","0.1","0.0","1.0"
"","low","0.1","0.6","0.0","0.0","0.1"
"Chris Manhertz","CAR","0.4","4.5","0.0","0.0","0.6"
"","high","0.7","8.8","0.1","0.0","1.5"
"","low","0.1","0.7","0.0","0.0","0.1"
"Hale Hentges","WAS","0.6","5.6","0.0","0.0","0.5"
"","high","1.0","10.5","0.0","0.0","0.8"
"","low","0.1","0.5","0.0","0.0","0.1"
"Ross Dwelley","SF","0.4","3.8","0.0","0.0","0.5"
"","high","0.8","9.2","0.1","0.0","1.2"
"","low","0.1","0.0","0.0","0.0","0.1"
"Tyler Conklin","MIN","0.6","5.3","0.0","0.0","0.5"
"","high","0.8","7.5","0.0","0.0","1.0"
"","low","0.1","0.5","0.0","0.0","0.1"
"Trevon Wesco","NYJ","0.5","5.0","0.0","0.0","0.5"
"","high","0.6","5.9","0.0","0.0","0.7"
"","low","0.3","3.2","0.0","0.0","0.5"
"Codey McElroy","TB","0.4","4.8","0.0","0.0","0.5"
"","high","0.5","5.7","0.0","0.0","0.5"
"","low","0.3","4.0","0.0","0.0","0.5"
"Levine Toilolo","SF","0.3","3.2","0.0","0.0","0.5"
"","high","0.6","6.9","0.1","0.0","1.3"
"","low","0.0","0.0","0.0","0.0","0.1"
"Zach Gentry","PIT","0.4","4.6","0.0","0.0","0.5"
"","high","0.4","4.6","0.0","0.0","0.0"
"","low","0.4","4.6","0.0","0.0","0.0"
"Ben Koyack","JAC","0.5","4.5","0.0","0.0","0.4"
"","high","0.7","7.9","0.0","0.0","0.7"
"","low","0.1","0.6","0.0","0.0","0.1"
"Geoff Swaim","JAC","0.3","2.8","0.0","0.0","0.4"
"","high","0.3","2.8","0.0","0.0","0.4"
"","low","0.3","2.8","0.0","0.0","0.4"
"Jace Sternberger","GB","0.4","3.9","0.0","0.0","0.4"
"","high","0.6","7.1","0.0","0.0","0.6"
"","low","0.1","0.5","0.0","0.0","0.1"
"Johnny Mundt","LAR","0.4","3.8","0.0","0.0","0.4"
"","high","0.5","5.8","0.0","0.0","0.6"
"","low","0.1","0.5","0.0","0.0","0.1"
"Eric Tomlinson","OAK","0.4","3.7","0.0","0.0","0.4"
"","high","0.7","6.7","0.0","0.0","0.7"
"","low","0.0","0.3","0.0","0.0","0.1"
"Dalton Schultz","DAL","0.3","3.4","0.0","0.0","0.3"
"","high","0.7","7.3","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Lee Smith","BUF","0.3","3.1","0.0","0.0","0.3"
"","high","0.6","6.8","0.0","0.0","0.4"
"","low","0.1","0.4","0.0","0.0","0.1"
"Mason Schreck","CIN","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Eric Saubert","CHI","0.1","0.6","0.0","0.0","0.1"
"","high","0.1","0.6","0.0","0.0","0.1"
"","low","0.1","0.6","0.0","0.0","0.1"
"Darrell Daniels","ARI","0.0","0.4","0.0","0.0","0.0"
"","high","0.0","0.4","0.0","0.0","0.1"
"","low","0.0","0.4","0.0","0.0","0.1"
""
""