,nfl.p.24793,nfl.p.26650,nfl.p.26664,nfl.p.27538,nfl.p.27564,nfl.p.28402,nfl.p.28408,nfl.p.28461,nfl.p.28592,nfl.p.29238,nfl.p.29785,nfl.p.30117,nfl.p.30121,nfl.p.30132,nfl.p.30154,nfl.p.30161,nfl.p.30256,nfl.p.30269,nfl.p.30502,nfl.p.30977,nfl.p.30994,nfl.p.31002,nfl.p.31017,nfl.p.31019,nfl.p.31031,nfl.p.31051,nfl.p.31056,nfl.p.31100,nfl.p.31840,nfl.p.31856,nfl.p.31868,nfl.p.6762,nfl.p.9353,nfl.p.9496,nfl.t.14,nfl.t.16,nfl.t.20,nfl.t.7,Proj. Pts,teamRank
314,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.3,140.0
169,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
313,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
204,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
291,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
355,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
335,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
434,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.10000000000001,148.0
201,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.1,149.0
447,0.0,13.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.1,149.0
349,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.1,149.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.0,152.0
498,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.0,152.0
489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.0,152.0
419,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.0,152.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,112.0,152.0
348,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.0,152.0
329,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.80000000000001,158.0
440,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.8,159.0
351,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.8,159.0
496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.8,159.0
444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,10.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,111.7,162.0
294,0.0,0.0,8.5,0.0,0.0,0.0,0.0,12.9,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.7,162.0
422,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.7,162.0
466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,7.7,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,111.7,162.0
497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,8.4,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.7,162.0
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,111.60000000000001,167.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.6,168.0
310,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.5,169.0
49,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,5.7,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,111.5,169.0
416,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.4,171.0
431,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.4,171.0
487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.3,173.0
492,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,8.5,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.3,173.0
132,0.0,13.4,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.2,175.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.2,175.0
486,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.2,175.0
141,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.2,175.0
137,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,111.2,175.0
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,4.8,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,111.10000000000001,180.0
283,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,111.1,181.0
261,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,111.00000000000001,182.0
394,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,110.89999999999999,183.0
452,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.89999999999999,183.0
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.8,185.0
271,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.7,186.0
144,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.7,186.0
388,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.6,188.0
257,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,11.3,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,110.6,188.0
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.5,190.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,0.0,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.5,190.0
264,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.5,190.0
391,0.0,13.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,110.30000000000001,193.0
280,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,110.29999999999998,194.0
476,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,9.5,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,110.2,195.0
411,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.5,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.2,195.0
274,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,110.1,197.0
408,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,110.1,197.0
506,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.5,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.00000000000001,199.0
407,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,110.0,200.0
475,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.99999999999999,201.0
385,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,109.89999999999999,202.0
484,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.89999999999999,202.0
472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,109.8,204.0
471,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.8,204.0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.69999999999999,206.0
401,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,109.60000000000001,207.0
465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,109.4,208.0
480,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.3,209.0
507,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,5.7,0.0,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.2,210.0
501,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,109.1,211.0
510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,108.99999999999999,212.0
